Date,MixedLyrZ
1979-01-15,13.029648842777336
1979-02-15,11.746308858739026
1979-03-15,11.850179569034319
1979-04-15,10.913208300079809
1979-05-15,10.295031923383878
1979-06-15,9.989465283320031
1979-07-15,9.898723064644853
1979-08-15,9.934816440542699
1979-09-15,10.0993415802075
1979-10-15,10.278431763766958
1979-11-15,11.79866320830008
1979-12-15,12.28288108539505
1980-01-15,13.486612130885872
1980-02-15,12.118675179569033
1980-03-15,11.924461292897046
1980-04-15,11.106085395051874
1980-05-15,10.271328810853952
1980-06-15,10.002374301675976
1980-07-15,9.934437350359138
1980-08-15,9.967019154030327
1980-09-15,10.118635275339185
1980-10-15,10.234237829209896
1980-11-15,11.464584996009577
1980-12-15,11.807442138866719
1981-01-15,11.49303671189146
1981-02-15,11.950000000000001
1981-03-15,10.72585794094174
1981-04-15,11.152134876296888
1981-05-15,10.283878691141261
1981-06-15,10.127553870710296
1981-07-15,9.889824421388667
1981-08-15,9.958818834796487
1981-09-15,10.222525937749403
1981-10-15,10.89986033519553
1981-11-15,11.856644054269752
1981-12-15,12.55558659217877
1982-01-15,12.660933758978453
1982-02-15,13.37102952913009
1982-03-15,11.480845969672785
1982-04-15,11.439086193136472
1982-05-15,10.282422186751795
1982-06-15,9.95572625698324
1982-07-15,9.907302474062249
1982-08-15,9.888228252194732
1982-09-15,9.974900239425379
1982-10-15,10.678371907422187
1982-11-15,11.240941739824422
1982-12-15,13.135035913806863
1983-01-15,13.1469473264166
1983-02-15,13.128830806065444
1983-03-15,11.662988826815642
1983-04-15,10.822785315243417
1983-05-15,10.190063846767757
1983-06-15,10.111472466081405
1983-07-15,9.972366320830009
1983-08-15,9.923463687150837
1983-09-15,10.115363128491621
1983-10-15,10.397905027932962
1983-11-15,13.118794892258581
1983-12-15,13.399700718276138
1984-01-15,11.845291300877895
1984-02-15,12.651536312849162
1984-03-15,11.541300877893057
1984-04-15,11.575418994413408
1984-05-15,10.491440542697525
1984-06-15,10.000159616919394
1984-07-15,9.945111731843575
1984-08-15,9.954070231444534
1984-09-15,10.052015163607342
1984-10-15,10.735774142059057
1984-11-15,11.658838786911414
1984-12-15,11.925079808459696
1985-01-15,11.161592178770949
1985-02-15,12.55452913008779
1985-03-15,12.13268156424581
1985-04-15,10.985514764565043
1985-05-15,10.270171588188346
1985-06-15,10.018156424581006
1985-07-15,9.94136073423783
1985-08-15,9.992857142857142
1985-09-15,10.089584996009577
1985-10-15,11.256624102154827
1985-11-15,11.566041500399042
1985-12-15,11.089485235434957
1986-01-15,13.513048683160413
1986-02-15,12.418974461292896
1986-03-15,12.168096568236233
1986-04-15,10.974042298483639
1986-05-15,10.473723064644853
1986-06-15,10.007581803671188
1986-07-15,9.90081803671189
1986-08-15,9.908719074221867
1986-09-15,10.10696328810854
1986-10-15,10.263946528332003
1986-11-15,11.968056664006383
1986-12-15,12.779688747007182
1987-01-15,14.143555466879489
1987-02-15,12.602374301675976
1987-03-15,11.673942537909019
1987-04-15,10.81474461292897
1987-05-15,10.346049481245013
1987-06-15,10.09660814046289
1987-07-15,9.969074221867517
1987-08-15,9.945271348762969
1987-09-15,10.077214684756584
1987-10-15,10.313467677573822
1987-11-15,11.993595371109338
1987-12-15,14.372126895450918
1988-01-15,14.194772545889867
1988-02-15,12.561193136472465
1988-03-15,12.233579409417398
1988-04-15,11.107162809257781
1988-05-15,10.463208300079808
1988-06-15,10.151875498802873
1988-07-15,9.934297685554668
1988-08-15,9.95019952114924
1988-09-15,10.093794892258579
1988-10-15,10.22915003990423
1988-11-15,12.364225857940943
1988-12-15,11.675778132482042
1989-01-15,12.382422186751795
1989-02-15,11.986771747805268
1989-03-15,11.653750997605746
1989-04-15,11.11841580207502
1989-05-15,10.210614525139665
1989-06-15,10.01083399840383
1989-07-15,10.010574620909816
1989-08-15,9.98210295291301
1989-09-15,9.968395849960096
1989-10-15,10.809676775738229
1989-11-15,10.835814046288906
1989-12-15,10.95377094972067
1990-01-15,12.095091779728653
1990-02-15,13.259457302474065
1990-03-15,11.369074221867518
1990-04-15,10.423942537909019
1990-05-15,10.23625299281724
1990-06-15,10.011372705506783
1990-07-15,9.888826815642457
1990-08-15,9.940263367916998
1990-09-15,9.961971268954509
1990-10-15,11.126975259377494
1990-11-15,11.78487629688747
1990-12-15,12.90682362330407
1991-01-15,11.593954509177973
1991-02-15,11.759417398244214
1991-03-15,11.319932162809257
1991-04-15,10.92242617717478
1991-05-15,10.173623304070231
1991-06-15,10.01330806065443
1991-07-15,9.909457302474063
1991-08-15,10.049122106943335
1991-09-15,9.962749401436552
1991-10-15,10.377972865123702
1991-11-15,11.724900239425379
1991-12-15,12.247266560255389
1992-01-15,13.35969672785315
1992-02-15,12.242996807661612
1992-03-15,10.625119712689544
1992-04-15,10.569333599361533
1992-05-15,10.086632083000797
1992-06-15,10.046249002394255
1992-07-15,10.0213687150838
1992-08-15,9.99341580207502
1992-09-15,10.24399441340782
1992-10-15,10.87767358339984
1992-11-15,11.641719872306464
1992-12-15,12.6920790103751
1993-01-15,12.661033519553072
1993-02-15,12.094393455706303
1993-03-15,11.698204309656823
1993-04-15,11.304209896249002
1993-05-15,10.339046288906625
1993-06-15,9.960953711093376
1993-07-15,10.018176376695932
1993-08-15,9.941879489225858
1993-09-15,9.985893854748603
1993-10-15,10.274481245011971
1993-11-15,11.672346368715083
1993-12-15,12.768974461292897
1994-01-15,12.052134876296888
1994-02-15,13.399860335195532
1994-03-15,11.770271348762968
1994-04-15,10.499042298483639
1994-05-15,10.092537909018356
1994-06-15,9.996508379888269
1994-07-15,9.890522745411014
1994-08-15,9.918735035913807
1994-09-15,9.985754189944135
1994-10-15,10.633858739026335
1994-11-15,13.42084996009577
1994-12-15,13.723104549082205
1995-01-15,12.26231045490822
1995-02-15,12.540482841181165
1995-03-15,12.193874700718276
1995-04-15,10.779229848363926
1995-05-15,10.084377494014365
1995-06-15,10.066001596169192
1995-07-15,9.955087789305665
1995-08-15,9.96464485235435
1995-09-15,9.975418994413408
1995-10-15,10.46302873104549
1995-11-15,11.097865123703112
1995-12-15,12.066999201915404
1996-01-15,12.027314445331205
1996-02-15,11.853411811652036
1996-03-15,10.934976057462091
1996-04-15,10.969952114924181
1996-05-15,10.1841580207502
1996-06-15,9.963627294493216
1996-07-15,9.894213886671988
1996-08-15,9.925458898643257
1996-09-15,10.003591380686352
1996-10-15,10.5951316839585
1996-11-15,10.817458100558659
1996-12-15,12.023463687150837
1997-01-15,11.668016759776537
1997-02-15,11.331005586592179
1997-03-15,12.115083798882681
1997-04-15,10.758200319233838
1997-05-15,10.18673184357542
1997-06-15,10.028631284916202
1997-07-15,9.870430965682361
1997-08-15,9.917258579409419
1997-09-15,10.051356743814845
1997-10-15,10.713228252194734
1997-11-15,10.747246608140463
1997-12-15,12.446029529130088
1998-01-15,13.92346368715084
1998-02-15,13.136711891460495
1998-03-15,11.128830806065443
1998-04-15,10.436292897047087
1998-05-15,10.208160415003992
1998-06-15,10.015303272146847
1998-07-15,9.918914604948123
1998-08-15,9.917039106145252
1998-09-15,9.997845171588187
1998-10-15,10.463866719872307
1998-11-15,12.219592976855544
1998-12-15,14.082681564245812
1999-01-15,12.084776536312848
1999-02-15,15.57456105347167
1999-03-15,13.519313647246605
1999-04-15,10.813128491620112
1999-05-15,10.126616121308858
1999-06-15,9.988866719872306
1999-07-15,9.857222665602553
1999-08-15,9.880766161213087
1999-09-15,10.013148443735036
1999-10-15,10.558699122106944
1999-11-15,11.663208300079809
1999-12-15,12.131085395051876
2000-01-15,12.255466879489227
2000-02-15,11.870869912210695
2000-03-15,11.656264964086192
2000-04-15,10.648184357541899
2000-05-15,10.311412609736632
2000-06-15,10.022725458898643
2000-07-15,9.978192338387869
2000-08-15,9.902414205905824
2000-09-15,9.985235434956106
2000-10-15,10.391739824421387
2000-11-15,10.922027134876297
2000-12-15,11.831664006384678
2001-01-15,11.859237829209896
2001-02-15,12.116719872306465
2001-03-15,11.36502394253791
2001-04-15,11.060674381484437
2001-05-15,10.31388667198723
2001-06-15,10.084217877094973
2001-07-15,9.944473264166001
2001-08-15,10.03603351955307
2001-09-15,9.99399441340782
2001-10-15,10.500219473264165
2001-11-15,11.604968076616121
2001-12-15,13.38810853950519
2002-01-15,12.301955307262569
2002-02-15,12.214904229848363
2002-03-15,11.666759776536312
2002-04-15,10.800558659217876
2002-05-15,10.235434956105347
2002-06-15,9.983240223463687
2002-07-15,9.855327214684756
2002-08-15,9.931624102154828
2002-09-15,10.019393455706304
2002-10-15,10.187250598563448
2002-11-15,11.388328012769353
2002-12-15,13.00802075019952
2003-01-15,13.076416600159616
2003-02-15,11.764006384676776
2003-03-15,12.431524341580207
2003-04-15,11.262210694333598
2003-05-15,10.21875498802873
2003-06-15,10.048982442138866
2003-07-15,9.97322426177175
2003-08-15,9.966819632881085
2003-09-15,10.097705506783718
2003-10-15,10.864565043894652
2003-11-15,11.390941739824422
2003-12-15,13.261153232242616
2004-01-15,12.670171588188348
2004-02-15,11.808180367118915
2004-03-15,11.411073423782922
2004-04-15,10.521667996807661
2004-05-15,10.211013567438147
2004-06-15,9.996069433359937
2004-07-15,9.955786113328012
2004-08-15,10.055327214684757
2004-09-15,10.02767358339984
2004-10-15,10.36159217877095
2004-11-15,10.924541101356743
2004-12-15,11.068814844373504
2005-01-15,11.43812849162011
2005-02-15,10.689245810055866
2005-03-15,11.003072625698325
2005-04-15,11.423463687150837
2005-05-15,10.345770151636074
2005-06-15,10.021189146049482
2005-07-15,9.937988826815644
2005-08-15,9.937968874700719
2005-09-15,10.029229848363926
2005-10-15,10.613727055067837
2005-11-15,10.91793695131684
2005-12-15,11.889684756584197
2006-01-15,13.463846767757383
2006-02-15,12.575438946528331
2006-03-15,12.625538707102953
2006-04-15,10.973244213886671
2006-05-15,10.309477254588984
2006-06-15,9.976356743814843
2006-07-15,9.935654429369514
2006-08-15,9.954130087789306
2006-09-15,10.070690343176377
2006-10-15,10.557222665602554
2006-11-15,12.89976057462091
2006-12-15,14.038387869114125
2007-01-15,13.334716679968079
2007-02-15,11.930706304868316
2007-03-15,11.63583399840383
2007-04-15,10.778132482043096
2007-05-15,10.120450917797285
2007-06-15,10.029229848363926
2007-07-15,9.917757382282522
2007-08-15,9.913367916999203
2007-09-15,10.073383878691141
2007-10-15,10.733459696727852
2007-11-15,11.173463687150837
2007-12-15,12.386472466081404
2008-01-15,13.10895849960096
2008-02-15,11.635933758978451
2008-03-15,11.350299281723862
2008-04-15,10.530047885075819
2008-05-15,10.159696727853152
2008-06-15,10.078910614525139
2008-07-15,9.965023942537908
2008-08-15,10.002314445331205
2008-09-15,9.983320031923384
2008-10-15,10.3859736632083
2008-11-15,11.27390263367917
2008-12-15,12.30925778132482
2009-01-15,11.879908220271348
2009-02-15,11.452114924181963
2009-03-15,12.173822825219473
2009-04-15,11.220630486831604
2009-05-15,10.415642458100558
2009-06-15,10.057881085395051
2009-07-15,9.920909816440542
2009-08-15,9.966919393455706
2009-09-15,10.017498004788507
2009-10-15,10.500598563447726
2009-11-15,13.099441340782121
2009-12-15,11.86564245810056
2010-01-15,12.855466879489224
2010-02-15,11.779808459696728
2010-03-15,11.971787709497207
2010-04-15,11.667757382282522
2010-05-15,10.507382282521947
2010-06-15,10.087270550678372
2010-07-15,9.910035913806864
2010-08-15,9.949800478850758
2010-09-15,10.167757382282522
2010-10-15,10.598563447725459
2010-11-15,12.330407023144453
2010-12-15,13.771987230646449
2011-01-15,11.85043894652833
2011-02-15,12.314445331205107
2011-03-15,12.505925778132482
2011-04-15,11.053272146847565
2011-05-15,10.261552274541101
2011-06-15,9.932142857142857
2011-07-15,9.90071827613727
2011-08-15,9.87972865123703
2011-09-15,10.153950518754987
2011-10-15,10.287410215482842
2011-11-15,11.762729449321629
2011-12-15,11.478611332801277
2012-01-15,12.994453312051077
2012-02-15,11.961512370311253
2012-03-15,12.958339984038307
2012-04-15,10.893056664006386
2012-05-15,10.145271348762968
2012-06-15,10.024261771747804
2012-07-15,9.901616121308857
2012-08-15,9.882322426177174
2012-09-15,9.959596967278532
2012-10-15,10.446348762968874
2012-11-15,11.503132482043096
2012-12-15,13.167298483639266
2013-01-15,11.607801276935355
2013-02-15,11.812749401436552
2013-03-15,11.105047885075818
2013-04-15,10.642837190742217
2013-05-15,10.188487629688746
2013-06-15,9.938148443735036
2013-07-15,9.87777334397446
2013-08-15,9.962290502793296
2013-09-15,10.100319233838787
2013-10-15,10.209038308060654
2013-11-15,10.784337589784517
2013-12-15,11.77901037509976
2014-01-15,11.32527932960894
2014-02-15,12.892577813248204
2014-03-15,11.573403830806066
2014-04-15,10.960235434956104
2014-05-15,10.226316839584996
2014-06-15,9.961272944932162
2014-07-15,9.896149241819632
2014-08-15,9.908339984038308
2014-09-15,10.02166799680766
2014-10-15,10.690303272146847
2014-11-15,11.18583399840383
2014-12-15,11.811272944932163
2015-01-15,11.294752593774941
2015-02-15,10.892298483639266
2015-03-15,10.963786911412608
2015-04-15,10.314245810055866
2015-05-15,10.07757382282522
2015-06-15,9.914804469273742
2015-07-15,9.94122106943336
2015-08-15,9.987669592976856
2015-09-15,10.190582601755786
2015-10-15,10.241560255387071
2015-11-15,11.374421388667196
2015-12-15,13.86498403830806
2016-01-15,13.052593774940144
2016-02-15,11.85720271348763
2016-03-15,12.125
2016-04-15,10.37266560255387
2016-05-15,10.096767757382283
2016-06-15,9.940383080606544
2016-07-15,9.928152434158019
2016-08-15,9.921129289704709
2016-09-15,10.049980047885075
2016-10-15,11.093435754189946
2016-11-15,12.00506783719074
2016-12-15,11.942797286512372
2017-01-15,12.354329608938546
2017-02-15,11.570430965682363
2017-03-15,11.88707102952913
2017-04-15,11.133020750199522
2017-05-15,10.134217877094972
2017-06-15,9.954509177972865
2017-07-15,9.883599361532324
2017-08-15,9.928591380686354
2017-09-15,10.018256185155627
2017-10-15,10.517158818834796
2017-11-15,12.197685554668794
2017-12-15,11.106225059856346
2018-01-15,13.411492418196328
2018-02-15,11.746987230646448
2018-03-15,11.333659217877095
2018-04-15,10.949680766161213
2018-05-15,10.076656025538707
2018-06-15,9.910574620909816
2018-07-15,9.871847565841978
2018-08-15,9.93076616121309
2018-09-15,10.074600957701515
2018-10-15,10.294752593774941
2018-11-15,11.168715083798881
2018-12-15,13.381324820430965
