,EWE_GROUP_CODE,BIOMASS_MT,TotalRelease,release_avg_date,FINAL_LAT,FINAL_LON,ROW_EWE,COL_EWE
0,Chinook-H-LFR-2,0.09577000000000001,19154,1981-07-01,49.2324,-121.9379,136.0,48.0
1,Chinook-H-LFR-2,0.10072,20144,1981-07-01,49.2324,-121.9379,136.0,48.0
2,Chinook-H-LFR-2,0.1273456,79591,1982-05-15,49.2189,-121.9451,136.0,48.0
3,Chinook-H-LFR-2,0.1502891973983741,70138,1983-04-20,49.2189,-121.9451,136.0,48.0
4,Chinook-H-LFR-2,0.1726508,61661,1986-06-10,49.2189,-121.9451,136.0,48.0
1069,Chinook-H-LFR-2,0.0013067,179,1987-06-19,49.7761,-124.3706,54.0,32.0
1070,Chinook-H-LFR-2,0.7581910500000001,117549,1988-06-02,49.7761,-124.3706,54.0,32.0
1071,Chinook-H-LFR-2,0.4056617,86311,1989-06-02,49.7761,-124.3706,54.0,32.0
1072,Chinook-H-LFR-2,0.12221642,36266,1989-06-02,49.7761,-124.3706,54.0,32.0
1073,Chinook-H-LFR-2,0.40240638,75357,1990-05-26,49.7761,-124.3706,54.0,32.0
1074,Chinook-H-LFR-2,0.39840672,74608,1990-05-26,49.7761,-124.3706,54.0,32.0
1075,Chinook-H-LFR-2,0.0248814,6010,1990-05-21,49.7761,-124.3706,54.0,32.0
1076,Chinook-H-LFR-2,0.6272046600000001,106126,1991-05-29,49.7761,-124.3706,54.0,32.0
1077,Chinook-H-LFR-2,0.3126702,72714,1991-05-29,49.7761,-124.3706,54.0,32.0
1078,Chinook-H-LFR-2,0.48195779999999994,71934,1992-05-25,49.7761,-124.3706,54.0,32.0
1079,Chinook-H-LFR-2,0.4834787,72161,1992-05-25,49.7761,-124.3706,54.0,32.0
1080,Chinook-H-LFR-2,1.5864041599999998,230582,1993-06-07,49.7761,-124.3706,54.0,32.0
1081,Chinook-H-LFR-2,1.84814526,224562,1994-05-27,49.7761,-124.3706,54.0,32.0
1082,Chinook-H-LFR-2,1.85432599,225313,1994-05-27,49.7761,-124.3706,54.0,32.0
1083,Chinook-H-LFR-2,0.091,10000,1995-06-10,49.803,-124.5264,44.0,28.0
1084,Chinook-H-LFR-2,0.87916928,161612,1995-05-24,49.7761,-124.3706,54.0,32.0
1085,Chinook-H-LFR-2,0.8557609600000001,157309,1995-05-24,49.7761,-124.3706,54.0,32.0
1086,Chinook-H-LFR-2,0.59015,47212,1996-05-27,49.803,-124.5264,44.0,28.0
1087,Chinook-H-LFR-2,2.701135,284330,1996-05-22,49.7761,-124.3706,54.0,32.0
1088,Chinook-H-LFR-2,0.3066348,25134,1997-05-28,49.803,-124.5264,44.0,28.0
1089,Chinook-H-LFR-2,0.30836719999999995,25276,1997-05-28,49.803,-124.5264,44.0,28.0
1090,Chinook-H-LFR-2,3.2262125,516194,1997-05-15,49.7761,-124.3706,54.0,32.0
1091,Chinook-H-LFR-2,1.6368876,188148,1998-05-02,49.7761,-124.3706,54.0,32.0
1092,Chinook-H-LFR-2,1.6427600999999998,188823,1998-05-02,49.7761,-124.3706,54.0,32.0
1093,Chinook-H-LFR-2,1.5246792,122958,1999-06-01,49.8528,-124.445,54.0,32.0
1094,Chinook-H-LFR-2,3.7488175999999998,302324,1999-05-31,49.7761,-124.3706,54.0,32.0
1095,Chinook-H-LFR-2,4.2297021799999985,315179,2000-05-31,49.8528,-124.445,54.0,32.0
1096,Chinook-H-LFR-2,3.664936,458117,2000-05-15,49.7761,-124.3706,54.0,32.0
1097,Chinook-H-LFR-2,3.3698696000000004,290506,2001-05-18,49.8528,-124.445,54.0,32.0
1098,Chinook-H-LFR-2,2.9462632,320246,2001-05-16,49.7761,-124.3706,54.0,32.0
1099,Chinook-H-LFR-2,6.6848,668480,2002-05-13,49.8528,-124.445,54.0,32.0
1100,Chinook-H-LFR-2,4.4674162000000015,519467,2003-05-14,49.8528,-124.445,54.0,32.0
1101,Chinook-H-LFR-2,0.6749407999999999,99256,2003-05-15,49.7761,-124.3706,54.0,32.0
1102,Chinook-H-LFR-2,6.11709,582580,2004-05-05,49.8528,-124.445,54.0,32.0
1103,Chinook-H-LFR-2,1.001215,117790,2004-05-04,49.7761,-124.3706,54.0,32.0
1104,Chinook-H-LFR-2,5.368149,596461,2005-05-02,49.8528,-124.445,54.0,32.0
1105,Chinook-H-LFR-2,0.8962450000000001,128035,2005-05-30,49.7761,-124.3706,54.0,32.0
1106,Chinook-H-LFR-2,4.833952,604244,2006-05-26,49.8528,-124.445,54.0,32.0
1107,Chinook-H-LFR-2,1.8113634,274449,2006-05-23,49.7761,-124.3706,54.0,32.0
1108,Chinook-H-LFR-2,0.5707273,39911,2006-05-30,49.6394,-124.4511,54.0,23.0
1109,Chinook-H-LFR-2,0.5797680000000001,39984,2006-05-26,49.849,-124.5362,42.0,30.0
1110,Chinook-H-LFR-2,4.2418727999999986,589149,2007-05-20,49.8528,-124.445,54.0,32.0
1111,Chinook-H-LFR-2,0.9253629000000001,146883,2007-05-20,49.7761,-124.3706,54.0,32.0
1112,Chinook-H-LFR-2,0.5860518,42162,2007-05-29,49.849,-124.5362,42.0,30.0
1113,Chinook-H-LFR-2,4.2501,566680,2008-05-13,49.8528,-124.445,54.0,32.0
1114,Chinook-H-LFR-2,1.092,182000,2008-05-14,49.7761,-124.3706,54.0,32.0
1116,Chinook-H-LFR-2,5.6426372,772964,2009-05-06,49.8528,-124.445,54.0,32.0
1117,Chinook-H-LFR-2,0.56,40000,2009-05-15,49.849,-124.5362,42.0,30.0
1118,Chinook-H-LFR-2,6.40198475,847945,2010-05-09,49.7761,-124.3706,54.0,32.0
1119,Chinook-H-LFR-2,0.302,40000,2010-05-14,49.849,-124.5362,42.0,30.0
1120,Chinook-H-LFR-2,5.1703035155737815,870810,2011-04-15,49.7761,-124.3706,54.0,32.0
1121,Chinook-H-LFR-2,2.63026458,474777,2012-05-14,49.8528,-124.445,54.0,32.0
1122,Chinook-H-LFR-2,1.5704024,280429,2012-04-27,49.7761,-124.3706,54.0,32.0
1123,Chinook-H-LFR-2,0.42897577,82337,2012-05-17,49.7619,-124.5667,44.0,28.0
1124,Chinook-H-LFR-2,0.22746768000000006,42438,2013-05-01,49.8528,-124.445,54.0,32.0
1125,Chinook-H-LFR-2,0.520482,86747,2013-05-16,49.8528,-124.445,54.0,32.0
1126,Chinook-H-LFR-2,0.90987072,169752,2013-05-01,49.8528,-124.445,54.0,32.0
1127,Chinook-H-LFR-2,2.0819400000000003,346990,2013-05-16,49.8528,-124.445,54.0,32.0
1128,Chinook-H-LFR-2,0.09458710000000001,21997,2014-05-12,49.4392,-123.7233,89.0,33.0
1129,Chinook-H-LFR-2,3.8959296,671712,2014-05-01,49.8528,-124.445,54.0,32.0
1130,Chinook-H-LFR-2,2.20145,440290,2015-04-15,49.8528,-124.445,54.0,32.0
1131,Chinook-H-LFR-2,1.82683,257300,2015-05-05,49.8528,-124.445,54.0,32.0
1132,Chinook-H-LFR-2,0.42,150000,2015-03-04,49.9125,-124.4167,54.0,32.0
1338,Chinook-H-LFR-2,0.042476,21238,1992-04-15,52.8356,-126.965,,
1704,Chinook-H-LFR-2,0.17849808,41319,1991-06-07,49.8953,-124.6064,38.0,30.0
1705,Chinook-H-LFR-2,0.1786752,41360,1991-06-07,49.8953,-124.6064,38.0,30.0
1706,Chinook-H-LFR-2,0.17643312000000005,40841,1991-06-07,49.8953,-124.6064,38.0,30.0
1707,Chinook-H-LFR-2,0.27276,45460,1992-06-29,49.8953,-124.6064,38.0,30.0
1708,Chinook-H-LFR-2,0.27592608,70032,1993-06-03,49.8953,-124.6064,38.0,30.0
1709,Chinook-H-LFR-2,0.032804440000000004,8326,1993-06-03,49.8953,-124.6064,38.0,30.0
1710,Chinook-H-LFR-2,0.6817496700000001,141149,1994-06-07,49.8953,-124.6064,38.0,30.0
1711,Chinook-H-LFR-2,0.07269633,15051,1994-06-07,49.8953,-124.6064,38.0,30.0
1712,Chinook-H-LFR-2,0.1997995,46465,1995-06-15,49.8953,-124.6064,38.0,30.0
1713,Chinook-H-LFR-2,0.44925872,96823,1996-06-03,49.8953,-124.6064,38.0,30.0
1714,Chinook-H-LFR-2,0.3799761,110138,1997-06-05,49.8953,-124.6064,38.0,30.0
1715,Chinook-H-LFR-2,0.09639645,27941,1997-06-05,49.8953,-124.6064,38.0,30.0
1716,Chinook-H-LFR-2,0.7013066,132322,1998-06-05,49.8953,-124.6064,38.0,30.0
1717,Chinook-H-LFR-2,0.7160496000000001,127866,1999-06-03,49.8953,-124.6064,38.0,30.0
1718,Chinook-H-LFR-2,0.93296622,198082,2000-06-13,49.8953,-124.6064,38.0,30.0
1719,Chinook-H-LFR-2,0.59935386,149093,2001-06-13,49.8953,-124.6064,38.0,30.0
1720,Chinook-H-LFR-2,0.644308,161077,2002-05-28,49.8953,-124.6064,38.0,30.0
1721,Chinook-H-LFR-2,0.72577184,124276,2003-06-13,49.8953,-124.6064,38.0,30.0
1722,Chinook-H-LFR-2,0.47304624,60184,2003-06-13,50.0801,-124.6547,27.0,37.0
1723,Chinook-H-LFR-2,0.00194976,4062,2004-04-02,49.8953,-124.6064,38.0,30.0
1724,Chinook-H-LFR-2,0.81982992,112614,2004-06-07,49.8953,-124.6064,38.0,30.0
1725,Chinook-H-LFR-2,0.35600000000000004,40000,2005-06-07,49.8953,-124.6064,38.0,30.0
1726,Chinook-H-LFR-2,0.585321,106422,2005-06-07,49.8953,-124.6064,38.0,30.0
1727,Chinook-H-LFR-2,1.004985,111665,2006-05-15,49.8953,-124.6064,38.0,30.0
1728,Chinook-H-LFR-2,0.6,100000,2006-05-17,50.0801,-124.6547,27.0,37.0
1729,Chinook-H-LFR-2,0.2502,27800,2006-06-15,49.8953,-124.6064,38.0,30.0
1730,Chinook-H-LFR-2,0.15395820000000002,23327,2007-06-15,49.8953,-124.6064,38.0,30.0
1731,Chinook-H-LFR-2,0.19625399999999998,32709,2008-06-09,49.8953,-124.6064,38.0,30.0
1732,Chinook-H-LFR-2,0.32473779,69537,2009-06-05,49.8953,-124.6064,38.0,30.0
1733,Chinook-H-LFR-2,0.6414582000000001,103461,2010-06-10,49.8953,-124.6064,38.0,30.0
1734,Chinook-H-LFR-2,0.5418484734153017,91261,2011-04-15,49.8953,-124.6064,38.0,30.0
1735,Chinook-H-LFR-2,0.260022,49528,2012-06-11,49.8953,-124.6064,38.0,30.0
1736,Chinook-H-LFR-2,0.3623962,58451,2014-06-02,49.8953,-124.6064,38.0,30.0
1737,Chinook-H-LFR-2,0.00219988,5116,2015-03-03,49.8953,-124.6064,38.0,30.0
2260,Chinook-H-LFR-2,0.21037199999999998,52593,1997-05-22,49.2422,-122.5355,136.0,48.0
2261,Chinook-H-LFR-2,0.013935,2787,1998-05-28,49.2422,-122.5355,136.0,48.0
2262,Chinook-H-LFR-2,0.7941199999999999,158824,1998-06-02,49.2422,-122.5355,136.0,48.0
2263,Chinook-H-LFR-2,0.3092904,171828,1999-06-05,49.2422,-122.5355,136.0,48.0
2264,Chinook-H-LFR-2,0.0878745,25107,2000-06-08,49.2422,-122.5355,136.0,48.0
2265,Chinook-H-LFR-2,0.382046,109156,2000-06-08,49.2422,-122.5355,136.0,48.0
2266,Chinook-H-LFR-2,0.037632,12544,2000-06-15,49.2422,-122.5355,136.0,48.0
2267,Chinook-H-LFR-2,0.254382,84794,2001-06-06,49.2422,-122.5355,136.0,48.0
2268,Chinook-H-LFR-2,0.4276170999999999,137941,2002-06-15,49.2422,-122.5355,136.0,48.0
2269,Chinook-H-LFR-2,0.75,125000,2003-05-24,49.2422,-122.5355,136.0,48.0
2270,Chinook-H-LFR-2,0.5047571999999999,98972,2004-06-07,49.2422,-122.5355,136.0,48.0
2271,Chinook-H-LFR-2,0.45419849999999995,100933,2005-05-11,49.2422,-122.5355,136.0,48.0
2272,Chinook-H-LFR-2,0.795,150000,2005-06-08,49.2422,-122.5355,136.0,48.0
2273,Chinook-H-LFR-2,0.45,100000,2006-06-06,49.2422,-122.5355,136.0,48.0
2274,Chinook-H-LFR-2,0.6705,149000,2006-06-06,49.2422,-122.5355,136.0,48.0
2275,Chinook-H-LFR-2,0.3046,76150,2007-05-03,49.2422,-122.5355,136.0,48.0
2276,Chinook-H-LFR-2,0.501344,125336,2007-06-01,49.2422,-122.5355,136.0,48.0
2277,Chinook-H-LFR-2,0.8,200000,2008-04-30,49.2422,-122.5355,136.0,48.0
2278,Chinook-H-LFR-2,0.7004,206000,2008-06-09,49.2422,-122.5355,136.0,48.0
2279,Chinook-H-LFR-2,0.49433999999999995,149800,2009-06-07,49.2422,-122.5355,136.0,48.0
2280,Chinook-H-LFR-2,0.736,200000,2009-05-05,49.2422,-122.5355,136.0,48.0
2281,Chinook-H-LFR-2,1.036,129500,2010-06-26,49.2645,-122.7074,136.0,48.0
2282,Chinook-H-LFR-2,0.9,200000,2010-05-03,49.2645,-122.7074,136.0,48.0
2283,Chinook-H-LFR-2,0.29702779478142144,50027,2011-04-27,49.2645,-122.7074,136.0,48.0
2284,Chinook-H-LFR-2,0.00011499999999999999,250,2011-04-09,49.2422,-122.5355,136.0,48.0
2285,Chinook-H-LFR-2,0.0144,3000,2011-06-19,49.2422,-122.5355,136.0,48.0
2286,Chinook-H-LFR-2,0.3528,73500,2011-06-20,49.2422,-122.5355,136.0,48.0
2287,Chinook-H-LFR-2,0.25064000000000003,48200,2011-06-28,49.225,-122.805,130.0,42.0
2288,Chinook-H-LFR-2,0.268947,49805,2012-06-17,49.2422,-122.5355,136.0,48.0
2289,Chinook-H-LFR-2,0.001364,620,2013-05-01,49.2422,-122.5355,136.0,48.0
2290,Chinook-H-LFR-2,0.02193,5100,2013-06-13,49.2422,-122.5355,136.0,48.0
2291,Chinook-H-LFR-2,0.3895,77900,2013-06-28,49.2422,-122.5355,136.0,48.0
2292,Chinook-H-LFR-2,0.25,50000,2013-06-27,49.225,-122.805,130.0,42.0
2293,Chinook-H-LFR-2,0.141996,47332,2014-05-18,49.2422,-122.5355,136.0,48.0
2294,Chinook-H-LFR-2,0.13839,23065,2014-06-11,49.2422,-122.5355,136.0,48.0
2295,Chinook-H-LFR-2,0.3592607,53621,2014-06-17,49.225,-122.805,130.0,42.0
2296,Chinook-H-LFR-2,0.28164,70410,2015-06-02,49.2422,-122.5355,136.0,48.0
2297,Chinook-H-LFR-2,0.012542399999999999,2412,2015-06-21,49.2422,-122.5355,136.0,48.0
2298,Chinook-H-LFR-2,0.192104,48026,2015-06-16,49.225,-122.805,130.0,42.0
2712,Chinook-H-LFR-2,0.884,136000,1991-07-17,49.4392,-123.7233,89.0,33.0
2714,Chinook-H-LFR-2,0.54435,95000,1992-06-26,49.4392,-123.7233,89.0,33.0
2715,Chinook-H-LFR-2,0.24525,54500,1993-05-17,49.4392,-123.7233,89.0,33.0
2716,Chinook-H-LFR-2,1.05,210000,1994-05-25,49.4392,-123.7233,89.0,33.0
2718,Chinook-H-LFR-2,0.055,11000,1994-05-25,49.4392,-123.7233,89.0,33.0
2719,Chinook-H-LFR-2,0.36,60000,1995-06-15,49.4392,-123.7233,89.0,33.0
2720,Chinook-H-LFR-2,0.10800000000000001,18000,1996-05-15,49.4392,-123.7233,89.0,33.0
2721,Chinook-H-LFR-2,0.16,20000,1996-06-15,49.5269,-123.9514,78.0,30.0
2722,Chinook-H-LFR-2,0.495,99000,1997-05-17,49.4392,-123.7233,89.0,33.0
2723,Chinook-H-LFR-2,0.08,16000,1997-05-22,49.5269,-123.9514,78.0,30.0
2724,Chinook-H-LFR-2,0.0441,9000,1998-05-15,49.4392,-123.7233,89.0,33.0
2725,Chinook-H-LFR-2,0.24,50000,1998-05-15,49.4392,-123.7233,89.0,33.0
2726,Chinook-H-LFR-2,0.724759,147910,1999-05-07,49.4392,-123.7233,89.0,33.0
2727,Chinook-H-LFR-2,1.03025,158500,2000-06-30,49.4392,-123.7233,89.0,33.0
2728,Chinook-H-LFR-2,0.45,150000,2001-05-15,49.4392,-123.7233,89.0,33.0
2729,Chinook-H-LFR-2,0.987,141000,2002-05-06,49.4392,-123.7233,89.0,33.0
2730,Chinook-H-LFR-2,0.78,130000,2003-05-15,49.4392,-123.7233,89.0,33.0
2731,Chinook-H-LFR-2,1.05,150000,2004-05-11,49.4392,-123.7233,89.0,33.0
2732,Chinook-H-LFR-2,0.63,90000,2005-05-15,49.4392,-123.7233,89.0,33.0
2733,Chinook-H-LFR-2,0.615,123000,2006-06-01,49.4392,-123.7233,89.0,33.0
2734,Chinook-H-LFR-2,0.611,94000,2007-05-15,49.4392,-123.7233,89.0,33.0
2735,Chinook-H-LFR-2,0.63,105000,2008-05-15,49.4392,-123.7233,89.0,33.0
2736,Chinook-H-LFR-2,0.05892000000000001,9820,2008-05-15,49.4392,-123.7233,89.0,33.0
2737,Chinook-H-LFR-2,0.6,100000,2009-05-15,49.4392,-123.7233,89.0,33.0
2738,Chinook-H-LFR-2,0.672,96000,2010-05-15,49.4392,-123.7233,89.0,33.0
2739,Chinook-H-LFR-2,0.5907662978142089,99500,2011-05-15,49.4392,-123.7233,89.0,33.0
2740,Chinook-H-LFR-2,0.270575,54115,2012-05-04,49.4392,-123.7233,89.0,33.0
2741,Chinook-H-LFR-2,0.193848,40385,2012-05-11,49.4392,-123.7233,89.0,33.0
2742,Chinook-H-LFR-2,0.4161456000000001,57798,2013-04-30,49.4392,-123.7233,89.0,33.0
2743,Chinook-H-LFR-2,0.3214,64280,2015-06-02,49.4392,-123.7233,89.0,33.0
3783,Chinook-H-LFR-2,0.06630035,10441,1984-04-18,49.0298,-122.7113,137.0,37.0
3784,Chinook-H-LFR-2,0.018588,4647,1986-04-09,49.0298,-122.7113,137.0,37.0
3785,Chinook-H-LFR-2,0.01788,4470,1986-04-09,49.0581,-122.8694,134.0,38.0
3786,Chinook-H-LFR-2,0.0836475,14675,1987-05-09,49.0298,-122.7113,137.0,37.0
3787,Chinook-H-LFR-2,0.01316,470,1988-05-16,49.0298,-122.7113,137.0,37.0
3788,Chinook-H-LFR-2,0.01856,3712,1987-04-18,49.0581,-122.8694,134.0,38.0
3789,Chinook-H-LFR-2,0.24273899999999998,34677,1989-04-21,49.0298,-122.7113,137.0,37.0
3790,Chinook-H-LFR-2,0.13233879999999998,30077,1990-04-16,49.0298,-122.7113,137.0,37.0
3791,Chinook-H-LFR-2,0.006879730000000001,2431,1991-05-06,49.0298,-122.7113,137.0,37.0
3792,Chinook-H-LFR-2,0.2204616,37880,1991-05-06,49.0298,-122.7113,137.0,37.0
3793,Chinook-H-LFR-2,0.06664959999999999,8128,1992-05-19,49.0298,-122.7113,137.0,37.0
3794,Chinook-H-LFR-2,0.225,45000,1993-05-15,49.0298,-122.7113,137.0,37.0
3795,Chinook-H-LFR-2,0.09169189999999999,15541,1994-05-07,49.0298,-122.7113,137.0,37.0
3796,Chinook-H-LFR-2,0.1425594,26898,1995-05-14,49.0298,-122.7113,137.0,37.0
3797,Chinook-H-LFR-2,0.15685079999999998,34098,1996-04-17,49.0298,-122.7113,137.0,37.0
3798,Chinook-H-LFR-2,0.15798800000000002,39497,1997-05-07,49.0298,-122.7113,137.0,37.0
3799,Chinook-H-LFR-2,0.2526085,42815,1998-04-11,49.0298,-122.7113,137.0,37.0
3800,Chinook-H-LFR-2,0.23062510000000003,39089,1999-04-10,49.0298,-122.7113,137.0,37.0
3801,Chinook-H-LFR-2,0.11196500000000001,22393,2000-04-15,49.0298,-122.7113,137.0,37.0
3802,Chinook-H-LFR-2,0.2128,56000,2001-05-15,49.0298,-122.7113,137.0,37.0
3803,Chinook-H-LFR-2,0.175,50000,2002-05-15,49.0298,-122.7113,137.0,37.0
3804,Chinook-H-LFR-2,0.225,45000,2003-04-15,49.0298,-122.7113,137.0,37.0
3805,Chinook-H-LFR-2,0.17,34000,2004-05-31,49.0298,-122.7113,137.0,37.0
3806,Chinook-H-LFR-2,0.007112,1016,2005-04-23,49.0298,-122.7113,137.0,37.0
3807,Chinook-H-LFR-2,0.07,20000,2005-04-28,49.0298,-122.7113,137.0,37.0
3808,Chinook-H-LFR-2,0.16899999999999998,33800,2006-05-15,49.0298,-122.7113,137.0,37.0
3809,Chinook-H-LFR-2,0.25,50000,2007-05-15,49.0298,-122.7113,137.0,37.0
3810,Chinook-H-LFR-2,0.165,33000,2008-05-15,49.0298,-122.7113,137.0,37.0
3811,Chinook-H-LFR-2,0.215536,53884,2009-05-15,49.0298,-122.7113,137.0,37.0
3812,Chinook-H-LFR-2,0.24388,48776,2010-04-10,49.0298,-122.7113,137.0,37.0
3813,Chinook-H-LFR-2,0.26658239999999994,55538,2011-04-17,49.0298,-122.7113,137.0,37.0
3814,Chinook-H-LFR-2,0.167245,26975,2012-04-15,49.0298,-122.7113,137.0,37.0
3815,Chinook-H-LFR-2,0.2158,26975,2013-04-21,49.0298,-122.7113,137.0,37.0
3816,Chinook-H-LFR-2,0.014325999999999998,2755,2014-05-10,49.0298,-122.7113,137.0,37.0
3817,Chinook-H-LFR-2,0.1853526,32518,2015-04-26,49.0298,-122.7113,137.0,37.0
4042,Chinook-H-LFR-2,0.0075,10000,1985-04-15,49.0581,-122.8694,134.0,38.0
4043,Chinook-H-LFR-2,0.016,4000,1994-05-15,49.0581,-122.8694,134.0,38.0
4044,Chinook-H-LFR-2,0.165,33000,1995-04-30,49.0581,-122.8694,134.0,38.0
4045,Chinook-H-LFR-2,0.115,23000,1997-06-01,49.0581,-122.8694,134.0,38.0
4046,Chinook-H-LFR-2,0.035,7000,1998-05-15,49.0958,-122.6861,134.0,38.0
4047,Chinook-H-LFR-2,0.035,7000,1998-05-15,49.1003,-122.6436,134.0,38.0
4048,Chinook-H-LFR-2,0.155,31000,1998-05-15,49.0581,-122.8694,134.0,38.0
4049,Chinook-H-LFR-2,0.225,50000,1999-04-01,49.0581,-122.8694,134.0,38.0
4050,Chinook-H-LFR-2,0.10800000000000001,54000,2000-04-15,49.0581,-122.8694,134.0,38.0
4051,Chinook-H-LFR-2,0.0525,21000,2001-04-15,49.0581,-122.8694,134.0,38.0
4052,Chinook-H-LFR-2,0.24,60000,2002-06-15,49.0581,-122.8694,134.0,38.0
4053,Chinook-H-LFR-2,0.2115,47000,2003-05-15,49.0581,-122.8694,134.0,38.0
4054,Chinook-H-LFR-2,0.25,50000,2004-05-15,49.0581,-122.8694,134.0,38.0
4055,Chinook-H-LFR-2,0.26,52000,2005-05-15,49.0581,-122.8694,134.0,38.0
4056,Chinook-H-LFR-2,0.21,42000,2006-05-15,49.0581,-122.8694,134.0,38.0
4057,Chinook-H-LFR-2,0.2,40000,2007-05-15,49.0581,-122.8694,134.0,38.0
4058,Chinook-H-LFR-2,0.125,25000,2008-05-15,49.0581,-122.8694,134.0,38.0
4059,Chinook-H-LFR-2,0.25503000000000003,51006,2009-05-15,49.0581,-122.8694,134.0,38.0
4060,Chinook-H-LFR-2,0.04,10000,2010-05-30,49.0581,-122.8694,134.0,38.0
4061,Chinook-H-LFR-2,0.024,3000,2010-05-21,49.1076,-122.3413,136.0,48.0
4062,Chinook-H-LFR-2,0.1096,13700,2010-06-04,49.1003,-122.6436,134.0,38.0
4063,Chinook-H-LFR-2,0.159,26500,2010-04-24,49.0581,-122.8694,134.0,38.0
